,text,label
36,In the zone | : @user #colorsworldwide #RnBOnly @ The Regent,18
37,“Me &amp; Catherine Sutherland!!!” #PowerMorphicon2016 #PowerRangersZeo #PowerRangersTurbo…,6
38,Taped up and dripped out. Know what I'm talking bout #paint #painting #diy #homeimprovement…,6
39,"princesscruises @ Port of Seattle, Pier 91",8
40,"Stay classy #SanDiego (@ San Diego International Airport - @user in San Diego, CA)",14
41,I ️ the people I work with. Enjoying our Sunday watching the first…,0
42,Another big happy 18th birthday to my partner in crime ️ I love u and all the crazy times we've…,0
43,Day is DONE! Thank u INSTA-LIKERS! Rollicking day at FRINGE! C U THURSDAY~~~and then some .…,9
44,SnakeShred recording guitars for the new SnakeSkin record #guitar #recording #api #apipegged…,19
45,"My sisters, my best friends #hamessisters #andlewisandclark…",13
46,my absolute favorite place. @ La Jolla Cove Seal Beach,3
47,To live is an awfully big adventure #Seattle #spaceneedle @ Space Needle,8
48,Finally met Snow White ! She was my favorite when i was little :) #SnowWhite #Disneyland @user,0
49,"@user loved your coverage at TI as always, now need to get you on some of those Sounders matches...",16
50,Saturdayzzz w/ Lionel Richie @ Harvey's Outdoor Ampitheater,7
51,All the beautiful ladies that helped make last night #APositiveExperience @ Upscale Salon,7
52,Sunday funday indeed #sundayfunday #igers #igdaily #instalike #enjoylife #asian #LA…,6
53,"Lights, Camera, Action @ Hollywood Walk of Fame",6
54,Found your Unicorn @user it's a pillow/stuffed toy and every pride weekend it…,2
55,Harry Potter ️ @ TCL Chinese Theatres,0
56,My key was still here...thank the Lawd #littlehoneyvee #doodles #doodleoftheday #illustration…,0
57,"️ ️ ️ @ Los Angeles, California",0
58,Absolutely in love with this ethereal glow on holytolidoitseric. Who would rock this look?…,1
59,"Getting up that ice wall one ax at a time : pechoi11 @ Mount Shasta, California",18
60,Sephora is my favorite place @ SEPHORA,7
61,Tutorial time w/ @user @user @ Stern Grove Festival,2
62,"I love my people! @ Paso Robles, California",8
63,Rad Fashion at the midway SF on a Sunday ️ ️ ️ @ The Midway SF,0
64,Just like the movie... Radiator Springs ️ #cars #inlove…,0
65,Cheers to Bruce on his birthday. ️#westhollywood…,0
66,My bears! #cityfest ️ ️ ️ @ Babycakes San Diego,0
67,gonna miss you guys so much. thank you for an amazing experience ️#ballyhoocarrie…,0
68,MATTRESS HELPER - new again SAGGING #BED #FIRMER #fix #guaranteed #sleepless #needsleep…,7
69,"Just that sound alone makes the world stop ️ @ Sausalito, California",0
70,#ExclusiveBaseballPicks are KILLING the #Bookie like always. #WeeklyRecap 8/8-8/14. 96-3…,19
71,"My lady love beautiful friend #doubleLtrouble #leilavie #beachour @ Stinson Beach, California",1
72,My date for tonight @ Hotel Las Rocas,1
73,This weekend love was truly in the air but out of all the celeb weddings I have to say…,0
74,@user hi from Tijuana B.C. See you soon,14
75,️ #gramma @ Living Way Christian Fellowship,0
76,Acquired this stunner today at my new favorite spot Sharks Tooth #crassula.…,1
77,Birthday cheers with my favorite people!!#26again #justafewofmygirls #justafewofmygirls…,14
78,today was my first day of work at Victoria Secret SO happy and SO…,1
79,Taking bae to all my favorite #LA spots. #gettycenter @ Getty Center,8
80,"So much fun this weekend celebrating the bride to be. #MalliesLastRally @ Las Vegas, Nevada",3
81,Love this picture of me and baby Eve at Disneyland earlier today …,1
82,"The one photo I've taken with my Mother that I like for once. -08/13/16, Sat. @ El Dorado…",5
83,"Love my bed @ Downey, California",1
84,So cute!! #KnottsBerryFarm #Charlie #Snoopy #Woodstock @ Knott's Berry Farm,1
85,I ️ Faure Requiem @user oboyddd @ Walt Disney Concert Hall,0
86,️ @ Columbia River,12
87,No I don't have any carrots!! #seattlepoloclub #horse #horses @ Seattle Polo &amp; Equestrian Club,2
88,My favourite place in California #YosemiteNationalPark #California @ Yosemite Wilderness,1
89,#sundayfunday #live at allure... @user @user @user,6
90,"My babies ️ ️ ️ #cat #dog #catsofinstagram #dogsofinstagram #lovemyfurbabies @ Port Hueneme,…",0
91,Photo taken Thursday at SDCC2016 by MannyLLanura Photography. #widowmaker #overwatch…,10
92,"Hello there, my king Jareth #bowie #goblinking #labyrinth @ Los Angeles, California",0
93,These Teens @ ARIA Resort &amp; Casino,14
94,Sunday views #hike #waterfall #waterfallhike #latourellfalls #hikeoregon #hikepnw #whyihike…,12
95,"""Beauty begins the moment you decide to be yourself"" -Coco Chanel love this!Skin is the largest…",13
96,Caught by the lens of Yc Wong. photo by 8888tiger8888 suit by virginblak #ljifff…,18
97,Weldone champ #babrain #alikhamis #rio #rio2016 #olympics @ Los…,7
98,Took a lil trip to Tahoe #iputhehoeintahoe @ Incline Village At…,8
99,About to hang out with a bunch of #Armenians and #Russians...trying to fit in Sporting my…,19
100,️ @ Yosemite Wilderness,0
101,Yum! @ Rosa's Cantina,1
102,@ Friends of Owen's Playground,3
103,@user catchin a lil sun ️#goldenbaby_franki #myminime #summertime…,12
104,My Sunday morning 1200 lunches with hygiene items ️ thank you so much to everyone who donated…,0
105,"Our hotel is so hipster, this is what the lobby looks like it's awesome tho @ Portland, Oregon",2
106,Dayum it's hot out here #vegasbaby #turnuptheheat #vegasshows #projectshows #libertyfairs…,4
107,Sunday vibes are the best ️ @ Victory Missionary Baptist Church,0
108,Photoshooting with the babe @user #sundayfunday @ Downtown Container Park,18
109,#daddyslilmonster @ Hot Topic Stonewood,0
110,Get. In. My. Closet. #shoesaddict #shopaholic #musthave @user @ Topshop,1
111,"Ode to the greatest, @user #dontknowwhy #cover #covers #singer #songwriter #jazz…",7
112,Album is dropping soon. #AllSummer16 @ Oceanside Beach and Harbor,6
113,"Silversun Pickups (@ Riverside Municipal Auditorium for Silversun Pickups in Riverside, CA)",1
114,Round 5 of Happy Hour and all is well. #weekendsinwesthollywood…,14
115,"It's my baby's christina.elisee 's Birthday ️ aka ""tacos"" Birthday so I surprised her with…",0
116,"Dirty mirror or not, a #Selfie is a must #FitDad #Fitness #LifeStyle #Gym #GymSwag @ EOS Fitness",19
117,Bowling with my brothers. Hair on volume 10 ️ ️ @ Plank at Jack London Square Oakland,0
118,a sandwich so glorious a stranger asked if she could take a photo of it ... ( : @user,10
119,️ @ Hollywood Hills West,0
120,"Skye time ️! 20 days old today. @ San Rafael, California",0
121,"Everybody Need To Rest, Even Superman #Superman @ West Hollywood, California",2
122,We had a lot of office volunteers for this event nicole.m.pawlak #teamwass #extramileca @user,18
123,@user Yass babe come out to visit!!,13
124,When your nails match your soul @ Laqué Nail Bar and Beauty Lounge,7
125,The girls ️ QT with mah baby girls and Irene ️ ️ ️ ️ ️ ️ @ Sleep Train Amphitheatre,0
126,Silk vibes LA vibes can't wait to be back this weekend. Making some good changes…,7
127,CHILL VIBEZ @user @user uon.visuals &amp; @user,4
128,Custom made... I LOVE this @ Venice Beach,13
129,Set a 'New Week' Intention; Clarity. #latergram: I spent the afternoon with one of my…,7
130,Once again it's ON!! Catch the Most LiT Radio show Every Sunday Night @user,4
131,"I love love travelling, even when temperatures are (43 degrees in Vegas). Happy I brought a…",4
132,legittbrady caught me taking his picture! @ Oakland Yacht Club,2
133,Absolutely LOVING my new kit from @user Shoutout to the 5-blade system &amp; whipped…,3
134,We be touristy in the #sisco... bossman @ Palace of Fine Arts,18
135,️ my minis @ Sleep Train Amphitheatre,0
136,Dodger game w my fav pup #whereisjuanito,8
137,Bring me back to the day I was on the tea cups in Disney Land @user,7
138,Forever a Brooklyn girl. @user @ The Dragonfly,18
139,Disneyland fun with Panda!!! @ Disneyland/California Adventure,5
140,"( : PLDM Trademark) @ Downtown, Sacramento",18
141,All the feels. ️ @ Runyon Cyn Park,0
142,No tv. No computer. Just this... And my iPhone of course …,3
143,My weekend: @user 3,6
144,"Day job #FilmComposer amandacomander @ Los Angeles, California",18
145,"16 yrs later and nothing's changed @ Fresno, California",8
146,"(@ Trader Joe's in Las Vegas, NV)",1
147,Actors acting for new Scripts ️ #creative #be #do #love #mediainc #playground #storyplayground…,0
148,Bandit town reunion. lesliestevensusa &amp; grit_wit slayed the @user @ The Grand Ole Echo,11
149,Wrapping up this Sunday stroll down PCH with a mandatory sunset pic. Can't beat it ️ @ San…,12
150,dinner with my roomie and 언니 @ Sharis of Lynnwood,9
151,Lit AF @ Pico Rivera Sports Arena,4
152,️First Timer In The Making Of Delicious Gourmet Pupusas ️Mi Primera…,0
153,"Peep The Tee...@jheneaiko To All The Negative Comments....#mood @ Los Angeles, California",6
154,"Magical #princess #celticprincess #bamboo #nature @ Warren, Oregon",7
155,May the road rise up to meet you #goldenhour #californiadreaming #summersweet16 #running…,7
156,"Having a case of laziness. #Sundays #Venice ️ @ Venice, California",0
157,Personal promotion presents: lejend doin numbers-I love you…,2
158,"Henry ️'s vacation! @ Lake Payette, McCall Idaho",0
159,These awesome ladies make my heart smile! ️ @ Encinitas Community Center,0
160,Desert Table #juanandlars2016 ️ @ Holiday Inn Long Beach Airport Hotel and Conference Center,0
161,Gotta love family thee_counsela8 ___rht_ @user nothing like family supporting your dreams …,18
162,In Las Vegas with my ️ @user ️#sashasherman #tohaandreev #lilfam #lilfamcrew…,0
163,"never again will I volunteer to work eight days in a row ️ #pb #sunset #summer @ Pacific Beach,…",12
164,Wheee! Visited all MLB stadiums in California after yesterday thanks for going all the way to…,16
165,"Italian (at @user in Beverly Hills, CA)",8
166,"Celebration #2! ️ (@ Mastro's Steakhouse - @user in Beverly Hills, CA)",0
167,Trying to finish this 5$ bottle with @user and djchrisraeuber! @ Chandelier Bar At The…,2
168,kind of happiness @ Nike Factory Store,3
169,On site Tandoor Oven for catering events #tandoorichicken #tandooroven #clayoven #spices…,6
170,"It's a dog life ️ Betty, I love you! @ Glendale, California",0
171,My comedy warrior boo @user ️ ️ ️@flapperscomedy #burbankcomedyfestival…,0
172,Blue moon and blue waters shoutout to my Aunt for taking me on her boat where I got to see…,7
173,Waiting for the 6 y.o. to call asleep.. and waiting.. and waiting... @ Casa De Tatar,5
174,Golden Gate @ Golden Gate Bridge SFO,11
175,Found my beach over the weekend #lakechelan #summer #pnw #corona @ Lake Chelan,8
176,Had a fun weekend with my people. Love you guys ️ @ Big Bear Lake,0
177,FUTURE NOW TOUR #SoyLaMasFeliz #porfin #NickChiquitoMiAmorJonas…,7
178,"Shasta treated me well ️ @ Shasta Lake, California",12
179,I sure missed Wine Valley @ Wine Valley Golf Club,5
180,"Peonies and Lady Diors @ Union Square, San Francisco",3
181,"Summer 0'16 @ Port Of Long Beach, Berth 94 Zim",18
182,After dinner ice cream at the lake with these two knuckleheads! #jakob #isabel #siblings @user,1
183,"Forever obsessed with you ️ @ Tahoe Park, Sacramento, California",0
184,My Right Hand ! @ Hayaty Cafe,8
185,Adventure is waiting; let it open your eyes @ World Of Color - Celebrate,13
186,Love is a chunk of meat in my face ️ ️ #eatwithyourhands #handsonfood #bananaleaves…,0
187,"Rufus Du Sol's ""Innerbloom"" at sunset was the perfect way to close out @user birthday. ️…",0
188,#ExtraordinaryDesserts I ForGot The Name Of This Dessert @ Extraordinary Desserts,16
189,My favorite #PineappleExpress EVER... cc: @user amycrasian linseybrownakalins #Damn…,2
190,Today's cook up w/ @user #NewMusic #Trap #ClubBanger #Club #TurnUp #Producer @user,4
191,I found my house in #SantaMonica #dapinkhousetho (domdez house is…,3
192,Marianas Trench again @ House of Blues San Diego,3
193,Sunsets with my love! Lovin' the family time today! ️ ️ ️ #missionbeach #missionbeachsandiego…,0
194,"Sundaze with my favorite humans @ Mill Valley, California",1
195,Carmen San Diego!! I found here! @ Target,2
196,This makes my mama's heart so happy ️ Celebrating Dane's Gotcha Day…,0
197,Malva pudding by @user @ Gramercy Place,1
198,Life's a climb so thought I'd pick up a new hobby ️ #toprope #climb #girlsdayout…,0
199,Thank y'all for interviewing me #LetsTalkAboutIt you guys are hilarious and nice meeting you…,19
200,"Lit #AF #Seattle @ Seattle, Washington",4
201,I DIDNT REALIZE YOU CAN HEAR ME SINGING #summercrush @ L.A. LIVE,2
202,EWWWW WHY!!?! #summercrush @ L.A. LIVE,2
203,Anything for a cheesecake!!!!!! . @ The Cheesecake Factory,1
204,I'm just living life @ Lake Havasu,7
205,Good times last night with this guy! Tiesto was on point and that tequila was . @ Las Vagas,4
206,ㅡ When you are on the #happiestplaceonearth with your #bestfriends for your #birthday... ️…,0
207,Surrounded by God's beauty + His grace. Many adventures to come in this city ️ @ Golden Gate…,0
208,"Squad goals @ Corona, California",15
209,Great film screenings @user still going strong! #hsff16 ️ @ TCL Chinese Theatres,0
210,Just got to the office #determined #iwantthatsixpack #noexcuses…,14
211,Had Birthday Lunch With My Family At Olive Garden Today... I Think We Had A Good Time! Thanks…,19
212,@user @user lmfao alrite alrite gees,2
213,Gatlin is so fine lol man the olympics so lit,4
214,"I believe in love, always @ Downtown Container Park",0
215,"Finally in home port Bremerton, WA ️ @ Bremerton Kitsap Naval Base…",0
216,"SO WRONG @ Los Angeles, California",2
217,A little clip on my featured group from today's WERKshop. #beautiful #dancelife…,14
218,You almost had it Justin Gatlin! ️ ️,0
219,Always a pleasure #wearekithandkin #floodchurch @ Flood Church - San Diego,7
220,wouldn't trade my eight months hangin' with this kid for anything @ Rancho Bernardo Community…,8
221,"AUGUST 14, 2016 Got to spend some time with my brother/ best friend tonight. I can't believe…",1
222,Let today be the day…You look for the good in everyone you meet and their journey. Be ️ We are…,0
223,&lt;3 @user @ Sleep Train Amphitheatre,13
224,These smelled amazing @ Volunteer Park Conservatory,7
225,"""To love and be loved is to feel the sun from both sides"" -David Viscott #boyfriend #weekend…",3
226,Bomb dust Fries. #fire @ Belly BombZ,4
227,"(@ Fremont Neighborhood in Seattle, WA)",8
228,Summer pastime: swimming in yarn #fashiondesign #create #capsulecollection #productdevelopment…,1
229,Such a fun weekend! ️ @ Seaside Beach,0
230,I hate you a lot ️ #hbdmeggypooky @ Woodbridge Greens Club House,0
231,That smile @user #FutureNowTour @ Sleep Train Amphitheatre,1
232,Life's better when you jump right in awesome day cliff jumping and hanging at the lake with…,5
233,"My show right now on Netflix#lit #laesclavablanca @ Santa Ana, California",4
234,Date night with my love @ Pace Gallery,1
235,Congrats to our new Audi owners! You think a car is a good wedding present? #deals…,16
236,Cuz who says #Sunday gotta be boring? #Trunks#WestHollywood#WeHo @ Trunks,14
237,"Dinner &amp; a movie with @user perfect Sunday night! Chicken, steak &amp; shrimp fajitas from…",3
238,"ITS #leoseason #happybirthday to ME! Two more hours! @ Los Angeles, California",4
239,I'll never get tired of flowers on date night. Thank you dolbus_maximus #datenight…,13
240,Nothing beats an awesome weekend with my family. So blessed. ️ chadamadsen9 brixey_93…,0
241,Hoping it won't rain indoors #LasVegas #USA @ The Venetian Las Vegas,11
242,I'll die but not by no 40 shots fuck y'all,2
243,️ #toocute #catsofinstagram #sorrynotsorry #loveshim #sabastian @ Happy Happy Hendricks,0
244,"@user This is so special. Thank you. I am currently in the USA, please do share the link if you can. Humbled. Fondest wishes...",14
245,Last day of Morphicon was mostly a good time. At least I scored the exclusive #powerrangers…,6
246,"Fresh seafood w a side of beach HAPPIEST BIRTHDAY EVA! today was so beautiful, I am so full of…",1
247,"By 8pm, Snoppy in his pj came to tuck the kids to bed. #KnottsBerryHotel #MarkAndrew…",1
248,"Shorty, I Don't Mind... #sundaystyle #Instacy #sassystacy…",2
249,I love making these!! ️ @ Happy Happy Hendricks,0
250,Freaking hate those moaning videos,2
251,What the???? Look who popped up in the back seat!!!! martincasaus…,2
252,Literally in love with @user it's all I want to wear.. ️ @ ARIA Resort &amp; Casino,0
253,RT @user dramaaaaa lol,2
254,These kids!!! ️ ️ ️ I prayed for a long time for a group of friends that not only loves God…,0
255,Couldn't tell you but I do know @user has a PhD in Savagery #23 @ The Cosmopolitan of…,15
256,The EndUp last night :) Much San Francisco. Hope to see you again soon. @ The Endup,0
257,"Drivers, Irons and Moscow Mule. #isuck @ Top Golf Las Vegas",2
258,"""If I was you, I would be happy too!"" It has been a great 6 months…",2
259,"See ya later weekend! @ Sausalito, California",6
260,"Goodbye, Napa Valley #napavalley #sterling #spampamore @ Sterling Vineyards",8
261,Happy Birthday Tina @ Coronado Bay Island,8
262,Just came home and am a stuffed butt. #Butterball @ Ruth's Chris…,2
263,"This weekend was a marvelous inhale, and a glorious exhale. I love my frans ️ @ Palm Springs,…",0
264,dinner with the familia @ Dan Izakaya Restaurant,13
265,This #view #sunset #summer #beautiful #desertlife #mylasvegaslife #lasvegas #vegas #love #sky…,1
266,when you're with your fav people in the world nothing else compares! ️ I don't want chad and…,0
267,Vegas baby #lasvegas #nevada #usa #parislasvegas #eiffeltower #night #lights #holidays @ Las…,7
268,Repost @user @ Hollywood,7
269,Officially in love with the brunette man #lipssd @ Lips - San Diego,1
270,Glad I got to be trey songz's prom date #poppin @ Wolf Lake Park At…,7
271,#puroparty with this girl! Bahaha! Just found video on my phone. Guess #brookelynnpayan was…,2
272,Family is everything ️ #conejovalleydays #portapottyraces #wewin…,0
273,"Almost forgot to check in. (@ chandler ranch in Eastvale, CA)",19
274,When that cute boy walks by.... #woof! #adoptdontshop @ The Dog Bakery,3
275,Can't wait to spend three days with you. where nothing else matters and no one else can ruin it.,0
276,"Beauty, alissiamarciano, trying on crystal goodies in the studio today. @ Jewelry Theatre…",7
277,@user YOU BELONG Gilroy ️ @user #euforayoubelong #euforastyle #euforastrong…,0
278,#GrandCanyon #amazing #eaglepoint @ Grand Canyon West,1
279,Had a great time yesterday nerding out with @user at the #portlandrailgeritagecenter We…,6
280,Hi Kobe Bryant! #LA #Lakers @ Staples Center,6
281,"Just a gratuitous selfie. Happy Sunday! #sundayfunday @ Pasadena, California",5
282,For a cure #type1diabetes @ The Beverly Hilton,8
283,Crushing hard on this piece by @user ️ Sunday shopping with my stylist @user,0
284,Godfather's burger is always a good idea (@ Godfather's Burger Lounge - @user,14
285,Foto de porta retrato ️ @ Off the Strip at The LINQ,0
286,"My flight coming to Seattle this weekend .. @ Seattle, Washington",9
287,"Great photo of the shop, courtesy of @user @ Made. Shop",5
288,"My Ginette is quite the Artist just like her Grandpa ""Crayon box…",9
289,"Last half price Frap #extendfrappucinohappyhour #frappucinohappyhour (@ Starbucks in Burlingame, CA)",2
290,Another one by the talented thrulaurenslens #sky #rocks #backbends #photography #photographer…,18
291,Yoga practice for our Sunday ️ #sirsasana #yogawithmyyogi #iloveyoga #yoga #yogalove…,0
292,"My home, forever and always. (@ Tracy, CA in Tracy, CA)",1
293,What a day #calilife #lakeday @ Modesto Reservior,6
294,Just some of the stuff in our garden starting to come up. …,2
295,Great birthday lunch with an even greater fam ️ ️ ️ @ Outback Steakhouse,0
296,A Royal Tribute To Our a Purple One... #Resident #Prince#Tribute #Honour…,13
297,"Spent the day looking at open houses, oh the joy.",19
298,Happy Sunday @ San Diego Temple,5
299,Holy ground #starwars #sanfrancisco @ Lucasfilm Ltd,7
300,"He doesn't even know, I'm his biggest fan @ Bothell High School",1
301,@user you're cool @ California's Great America,6
302,Friday Night with friends #losreyes #cantina #friendsnightout #YOLO yilustre @ Reyes Cantina…,5
303,Riding with my cowboy today ️ @ Cuyamaca Rancho State Park,0
304,Sunday Funday! Off the the next event @ Ocean Delight,6
305,"Happy Birthday MAY babies!!! Mikee, Tash, Kate, Tookie, and Via @user",9
306,"️ (@ Kenny's Strawberry Farm in Fallbrook, CA)",0
307,Thank you to everyone who joined us from near and far for our Patina Farm event #patinafarm…,9
308,The best things in life are hidden in the shadows. #BestCaptionEver #IfYouSeeIt @ Kings Beach…,14
309,"Dinner ️ ️ ️ (@ KazuNori Hand Roll Bar - @user in Los Angeles, Calif)",0
310,Good one! Haha #cga #californiasgreatamerica #santaclara…,2
311,When your super excited to see your bestie! Love this girl!! ️ ️ ️…,0
312,"#loves balls jayden year nine months ️ @ Costa Mesa, California",0
313,"prince ""I Would Die 4 U!!"" @ in East Oakland",13
314,Those unexpected moments... By @user w/ @user @user,16
315,"Just pointing to our soon to be new home somewhere out there @ Hollywood Hills, Mulholland Dr",7
316,"City lights, purple skies. @ Huntington Hotel",13
317,"This man.... ️ @ Pacific Beach, San Diego",0
318,Last night at The Echoplex was @ Echoplex,4
319,The Jones brothers enjoying them a tasty beer while in port. #jonesbrothers @user,19
320,SUN ️DAYS @ Lyon Street Steps,12
321,"Sunday twirls @ San Francisco, California",8
322,Mama came through with the Churches,3
323,took a detour for the day amidst a busy wedding season @ Disneyland,7
324,Kisses in the dark as the waterfall behind us covers our silhouette @ Pace Art + Technology:…,9
325,Such a wonderful time with these beautiful ladies this weekend ️ emilioorose @ University of…,0
326,And that's a wrap on our little family shoot with arreguinphotography #sundayfunday @ Walt…,8
327,Not quite the World Cup but it sure felt good to win #champs #soccerlife #ontothenextone…,2
328,My best friend graduated today! She is going to be your children's future teacher We were all…,16
329,️ ️ ️ ️ ️ ️Repost from @user using repostregramapp - @user is getting very…,0
330,Marry someone who'll write a letter for you in calligraphy. #vscocam #travel @ Castle in the Air,3
331,Taking a selfie by the pool while everyone stares at what I'm doing I'm so happy to be here on…,2
332,"Graduation , Mexico &amp; then my birthday",1
333,Prom 2k16 @ Farris Wheel Puer 57 Water Front Seattle,4
334,non-planned twinning w the legend #vansfam #killintheretailgame @ Cabazon Outlets,6
335,saw my favs with my fav last night ️ @ StubHub Center,0
336,Ready for some CIVIL WAR!! #marvel #teamcap #captainamericacivilwar #captainamericavsironman @user,11
337,️ ️ ️Being cheesy and stuff. @ The Wizarding World of Harry Potter at Universal Studios Hollywood,0
338,MUN conference on Saturday. Salesmen or Mormon missionaries??? You pick. @ Whitney High…,2
339,@user ohmygooodness! I'm trynna get like you Rosie posie,14
340,Pre movie drink @ Westfield Oakridge,19
341,My Baby A Model @ Pacifica Ocean Beach,1
342,it's a blue kind of a day #dodgers #losangeles #la #blue @user,8
343,California Dreaming #hermosabeach #cali #californialove #pier #beautifuldaytoday…,15
344,magic moments w @user &amp; @user truly a special evening @ Ron Herman,7
345,Pit stop at @user before hitting the next spot! #SimiValley @user @ Skatelab,18
346,Part 2 Progress - Oil Paint &amp; Pen Sketch On Vintage Denim - ALMOST DONE! ️ #deop #Oil…,0
347,It felt secure to run with them #baytobreakers2016 @ Marriott Courtyard Downtown San Francisco,2
348,Happy #NationalChocolateChipDay! Did you know we have #ChocolateChip #ButterCookies? …,5
349,"Wouldn't trade these guys for anything. Brothers for life @ Camp Pendleton, San Clemente…",8
350,Baedesza dropping that @user remix @user #odesza @ San Jose State University,5
351,good times for our brother @user that man @user had it @ Marquee Dayclub &amp; Nightclub,4
352,Playing Exploding Kittens #seaymego #Seattle #ferry #cardgames #explodingkittens @user,2
353,Details Been so in love with this hot pink @user bag lately. It's a fun pop of color to wear!…,3
354,good day today,3
355,Snapping some cosplay pics. #cosplay #twinpeaks @ Griffith Park,10
356,Another great time last night with lovelyali Thank you #theformationworldtour #beyonce @user,5
357,Thank you malibutimes for the article on the malibucookstour and capturing this photo ️ #Malibu…,12
358,Senior Ball 2016 ️ ️ ️ @ McKinley Rose Garden,0
359,Too $kippalicious. #SoFierce bringing that #FirePower once again…,4
360,"MAY 15, 2016 Today was amazing!! I was able to get a picture with the 1st place winner of the…",1
361,Lovelies.... my #flexandflowtribe #flexandflow #sweatpink #flexandflowyoga…,13
362,At a New Mexican place with ma man treeofakind @ Mercado Hollywood,5
363,Back in Shasta till Tuesday morning. Gonna try to go to Whiskeytown tomorrow #drive…,5
364,booty bumpin to summer bein so close @ Huntington Beach Pier,1
365,When you're moving and you use your old apartment as a rehearsal space #noac #indianstyle…,4
366,Good times with my cousin @user at @user @ Ballast Point Brewing &amp; Spirits Temecula,6
367,Falling in ️ with #Vegas.. Last day in the @user #tropicbeauty @user #poolparty…,0
368,Still the best group of people I know ️ ASB 2010-2011 #leadership #UNI #losangeles #highschool…,0
369,"Evening light #NoeValley @ San Francisco, California",7
370,My best friend #sjsharks #StanleyCupPlayoffs @ SAP Center,8
371,Minimalism . What was I thinking? @user @ M.O.C.A,18
372,"And, of course, the lucky nerd who got her. •#HartsStormPNW #wifey #MississippiAve #Portland…",14
373,Dress by me @ Cannataro's Restaurant,3
374,So much love for sofarsounds &amp; sofarsoundsla! Great times this eve #sofarla #actasif @ The…,4
375,I got a cone and this what sigbodo got #3Scoops #ButSheDidntWantDinner #GirlsLoveIceCream…,2
376,California (at @user [pic] —,11
377,"It's wine o'clock! Best part is, it's free ️ (at @user by Hilton Napa Valley in Napa, CA)",0
378,Here's one with sound #lyricswithmeaning @user @ 25th Street Recording,16
379,Always enjoy our little dates #lunch #cutie #date #beefstew #noodles #itsbeenawhile #chinatown…,5
380,The photo bombers say it all! Hilarious! #beautydiversity #lymphie #extremeweightlossdiva…,2
381,thats amore ️ @ Maccheroni Republic,0
382,"My shyt thoooo @user @ Whittier, California",7
383,Pikes PD with my favorite babes #wheresjuan @ Hard Rock Lake Tahoe,3
384,"Ok, I'm maybe obsessed with snapchat now that I understand it Find me at @user to…",2
385,#WeddingFlower #LOVE from last night created by @user janaemaue chrismaue ||…,3
