,text,label
43,“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,2
44,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @user Still kicking myself for being to shy to hug @user",1
45,I'm so bored and fat and full and ridiculously overweight and rolls galore,3
46,"@user Flirt, simper, pout, repeat. Yuck.",0
47,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",0
48,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @user will know,0
49,"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",0
50,Nor hell a fury like a woman scorned -- William Congreve,0
51,@user Tried 2 get earlier flt 2day  @user Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind,3
52,"@user I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad",3
53,"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",1
54,@user bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,1
55,@user @user Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,0
56,Thank you disney themed episode for letting me discover how amazing the @user are! #hilarious,1
57,Need a new outlet for #rage,0
58,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo,1
59,@user @user wow. not heard this in forever. Random but. great #sting #xph,1
60,May the optimism of tomorrow be your foundation for today.,2
61,"@user @user @user \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",0
62,@user spent over 2 fucking hours and still can't get that dam SIVA fragment on Fellwinters peak mountain,0
63,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",1
64,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression  #anxietyprobz",3
65,People who go the speed limit irritate me,0
66,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX,1
67,@user @user ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,0
68,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,3
69,I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.,0
70,@user I am shy xD,3
71,After what just happened. In need to smoke.,0
72,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,0
73,"@user I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",1
74,@user so this houses will get into my instestines and scare my poop and I'll shit my pants?,0
75,@user @user @user \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?,0
76,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",3
77,Noooooo @user without #MaryBerry will be #awful #endofanera going 2b so #lost @user have bought a #lameduck there #notallaboutthemoney,0
78,"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭",1
79,"@user it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",0
80,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",3
81,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,1
82,God we need a new goal keeper! They’re both horrific.,0
83,@user Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,3
84,"@user if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't",3
85,"Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky",2
86,wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,3
87,I am worried that she felt safe. #unhappy,3
88,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the,0
89,Nothing worse than an uber driver that can't drive. #awful,0
90,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",0
91,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,1
92,@user u know ion play that shit bout my weary brother,0
93,@user @user cmode grimrail made me want to eat angry bees,0
94,Happy Birthday @user #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,1
95,"@user I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0
96,Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,0
97,"We're in contained depression. Only new economic engine is #Sustainability, say Joel @user + @user @ #VERGEcon. #NewGrandStrategy",3
98,@user &gt; huff louder,3
99,"@user lol I thought maybe, couldn't decide if there was levity or not",1
100,There's a certain hilarity in people angry at protests against the national anthem or the flag when these acts are covered by 1st Amendment.,0
101,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,0
102,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",1
103,"@user 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful",0
104,"@user @user experience all plays a role in that, it's education and preparedness not fear",2
105,"@user appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",0
106,Summer officially ends today. #sadness,3
107,@user seriously dude buy some bubble tape for your phones. #snap broke another phone,0
108,@user holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,0
109,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,3
110,Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them,0
111,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,0
112,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,0
113,I was not made for this world. #empath #unhappy,3
114,i'm... nervous about this test rip,3
115,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,1
116,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩,3
117,"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",3
118,I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,1
119,Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues,2
120,"Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so",2
121,finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,3
122,@user @user don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,0
123,will brawndo cure my depression? @user #Idiocracytoday,3
124,Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain,2
125,I dislike people who get offended by the littlest shit .,0
126,@user you look adorable awe,1
127,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,0
128,@user ur road rage gives me anxiety.,0
129,@user brings back great memories of hilarity on #SATURDAYNIGHTLIVE,1
130,@user @user my god is @user a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,3
131,"significantly, with a #bitter smile, 'let me",0
132,@user just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible,0
133,@user He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,1
134,Need advice on how to get out of this rut!!!!  #needmotivation,2
135,in health we did a think about depression and now i feel like i have it,3
136,@user It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,1
137,Muscled man with huge heart is messing with my brain and heart. #lost #confused,3
138,@user @user @user Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,0
139,@user I'm wearing all black tomorrow to mourn. 😭💔,3
140,@user Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,0
141,"@user *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",1
142,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,3
143,@user glee,1
144,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power',2
145,@user #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process,3
146,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",3
147,@user nick fury,0
148,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,3
149,@user @user don't get me started on town centre. Used to go every week.... not been for 18 months,3
150,"@user both, scrap *ll the rage instead",0
151,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,2
152,@user wow I'm just really sadden by that. Terrible,3
153,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,0
154,Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now.,3
155,These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,1
156,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",1
157,Why is it so windy? So glad I didn't ride my bike. #fear #wind,1
158,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",2
159,@user @user Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,0
160,@user @user they're both pretty awful when you look at them historically,0
161,broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,0
162,"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",1
163,@user 'Don't you know how nervous I was to see you?',3
164,@user Worst than going to the morgue to do a positive ID. #horrible Reuters,0
165,@user that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,0
166,"@user wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",3
167,I'm such a shy girl🙄,3
168,mmmm i'm kinda sad i hope i can shake this before school,3
169,Every day I think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷😡🍞,1
170,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",0
171,@user #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,0
172,Everyone is raging,0
173,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,0
174,@user @user the refs are in GT's favor tonight.,1
175,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,3
176,Watch this amazing live.ly broadcast by @user  #musically,1
177,No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,3
178,@user @user Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,0
179,"@user stop the presses, @user said/proposed something racist. #shocking",0
180,@user \nIsn't OBrien supposed to be some sort of offensive genius,0
181,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,1
182,"@user do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",3
183,I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,2
184,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @user ❤️,1
185,@user you came in at silly o'clock and woke me up that's what happened #wasted #fuming,0
186,@user @user the gleesome threesome,1
187,@user I think you should do. Get the fashion police involved. #shocking,0
188,Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,3
189,@user relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,0
190,@user Thank you for follow and its a good website you have and cheering with no hassle.,1
191,@user people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,1
192,"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",1
193,@user that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,1
194,@user @user But I decided to be a bit lackadaisical about getting dressed to get groceries.,1
195,"@user optimism is he'll lose, that's actually a compromise :P",2
196,@user \n'It's alright!' She said cheerfully trying to make the moment fun,1
197,@user they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,0
198,Ppl like that irritate my soul,0
199,@user at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,2
200,Now that @user has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,1
201,@user He's just too raging to type properly... Ha ha!,0
202,Pakistan continues to treat #terror as a matter of state policy says @user #UriAttack,0
203,i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation,2
204,@user @user whatever Sam is holding on your tee looks like it's got a droop on 😂,1
205,"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness",3
206,The Pats are awesome. Belichick is awesome ...they just are.,1
207,"Don't join @user they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!",0
208,@user @user @user @user Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,3
209,"@user No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter",0
210,HMS Pinafore' time.\n\nI need some mirth.,1
211,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,3
212,"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",3
213,"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",1
214,When will the weeks full of Mondays end?? #disheartened,3
215,"@user I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",0
216,@user way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,3
217,Pull over #tonight and make your car #shake 😋💦,1
218,Feeling #gloomy,3
219,"B day next week, catch the sauce and watch the heaviness!",1
220,"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural",2
221,@user  cyber bully,0
222,@user I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,1
223,10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,1
224,Riggs dumb ass hell lolol #hilarious #LethalWeapon,1
225,@user bully,0
226,India should now react to the uri attack..... #revenge,0
227,"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",1
228,@user where is the outrage when black children get killed in the crossfire between blacks shooting each other?,0
229,@user a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,0
230,@user watched the cobblers loads this season how is gorre a pro footballler terrible,0
231,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont,0
232,Why do people gotta start so much drama ? Shoot me ☹️,0
233,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,0
234,nooooo. Poor Blue Bell! not again. #sad,3
235,"@user @user #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind.",2
236,"@user I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",0
237,"If you think you're good to go already, don't worry about it.",2
238,"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter",0
239,The bounty hunter things a bit lively,1
240,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,3
241,@user Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer,1
242,@user thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6,3
243,Always borrow money from a pessimist; he doesn't expect to be paid back.,2
244,7 pax enjoyed the #gloom @user @user,1
245,Condolences to the  JC and the Georges family..,3
246,"@user snap, seems to be a problem here",0
247,@user \nLikewise #death #cutting #despair,3
248,They gonna give this KKk police bitch the minimum sentence..just wattch,0
249,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,3
250,#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠,0
251,#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz,0
252,"Dehydrated, exhausted, stressed but still blessed. #optimism",2
253,US you need to band together not apart #nevertrump he promotes hatred and fuels,0
254,@user it's fucking dreadful for live footy matches,0
255,"@user @user \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",2
256,She's foaming at the lips the one between her hips @user one of many great lyrics,1
257,"@user I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...",3
258,@user @user @user @user @user I understand your concerns but look at her foundation contributions,0
259,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @user I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",0
260,Fake people irritate me,0
261,"@user #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",0
262,Lunatic Asylum: The place where optimism most flourishes.,2
263,Damn gud #premiere #LethalWeapon...#funny and #serious,1
264,@user @user all the bully,0
265,It appears my fire alarm disapproves of my cooking style,3
266,We're going to get City in the next round for a revenge.,0
267,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",0
268,"@user I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.",1
269,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",0
270,"@user Thank you, happy birthday to you as well!",1
271,Watch this amazing live.ly broadcast by @user  #musically,1
272,"@user We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",1
273,Dear @user please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,0
274,alternate reality where @user has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,3
275,"@user May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",0
276,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @user,0
277,"She began to squirm beneath @user struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",3
278,"As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.",1
279,@user @user I was so looking forward to @user Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,0
280,something about opening mail is just...very pleasing,1
281,When you have 15 doe run the opposite side of you 🙁 #depression,3
282,@user you and that awful music can take a walk... right off a cliff. K. 😘,0
283,Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,1
284,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",2
285,@user don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,1
286,@user maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,1
287,"@user Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",0
288,@user lost my xt nova around hole 8 or 9 #sadness,3
289,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,0
290,"AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.",1
291,@user Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,0
292,@user @user @user Kirby's Black Panther in a cool animated panel.,1
293,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday,2
294,... flat party and I instantly get bollocked about it. #fuming,0
295,"@user Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.",3
296,@user #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @user #core246 #lilylou #fret &amp; #benoakley,1
297,"@user awe man, when are you free then? ☹️️☹️️☹️️💘💘💘",3
298,@user wanna shake my tree??? 🍑🍑🍑🍑,1
299,@user he is.\nSure his mind was clouded but...],3
300,@user now you gotta do that with fast n furious,0
301,Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is,0
302,Never let me see you frown,0
303,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @user",0
304,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic,0
305,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,0
306,#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,3
307,I honestly feel nothing towards either of my parents and it's pretty depressing,3
308,If I could turn anxiety off--I would. #nooneunderstands,3
309,@user (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),0
310,Karev better not be out!!! Or I am seriously done DONE with @user  #angry #unfair #ugh,0
311,"But 'for me not to worry, they'll get a glass guy over and bill us for it'",2
312,@user now I'm really excited for November! Hope they're not all horrid chavs though 😅,1
313,@user having a terrific game and not at all fazed #MCFC,1
314,@user @user @user I threaten you because I can pussy,0
315,@user fucked my coupon that goal!,0
316,Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,1
317,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",0
318,@user A stumbling block to the pessimist is a stepping stone to the optimist.,2
319,Listening to Joey really helps me and my anger.,2
320,"@user The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",3
321,Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!,1
322,@user @user @user yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,0
323,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",3
324,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.,0
325,The Pats are awesome. Belichick is awesome ...they just are. #awestruck,1
326,David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,1
327,I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,0
328,I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,0
329,After she threw me out I had to sedate her. With a damn horse tranquilizer.',0
330,@user I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,2
331,"@user @user Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",0
332,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",0
333,Howl at the moon with @user at @user next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,3
334,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",3
335,India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,0
336,@user The depth that you've sunk to. You're readership deserves more.,0
337,@user That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,0
338,I wish you stayed in Da Gump I'll make you panic like the last rapper,0
339,Projection is perception. See it in someone else? You also at some level have that within you. #anger,0
340,@user actually maybe we were supposed to die and my donation saved our lives?? #optimism,2
341,"If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @user",0
342,@user the tunnels! I shudder to think of the grimy tweets...,3
343,@user #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,1
344,😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,3
345,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,0
346,@user @user AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,0
347,"@user sadly, war has often been the factor that jump starts US economic growth",3
348,When someone rudely says all women should have long hair and your inner feminist tries not to rage,0
349,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",3
